"year","quarter","day_of_week_num","hour_of_day","attribute_name","attribute_value","n_obs","probability"
"2025","4","3","4","complexity_bucket","UNKNOWN","11","0.3056"
"2025","4","3","5","acuity","2","9","0.2045"
"2025","4","3","5","acuity","3","27","0.6136"
"2025","4","3","5","acuity","4","7","0.1591"
"2025","4","3","5","acuity","5","1","0.0227"
"2025","4","3","5","age_group","18-64","35","0.7955"
"2025","4","3","5","age_group","65-84","6","0.1364"
"2025","4","3","5","age_group","85+","2","0.0455"
"2025","4","3","5","age_group","<18","1","0.0227"
"2025","4","3","5","arrival_mode","ground_ambulance","11","0.2500"
"2025","4","3","5","arrival_mode","self_presented","33","0.7500"
"2025","4","3","5","behavioral_health_flag","0","44","1.0000"
"2025","4","3","5","complexity_bucket","critical_care","5","0.1136"
"2025","4","3","5","complexity_bucket","high","12","0.2727"
"2025","4","3","5","complexity_bucket","low","9","0.2045"
"2025","4","3","5","complexity_bucket","moderate","8","0.1818"
"2025","4","3","5","complexity_bucket","UNKNOWN","10","0.2273"
"2025","4","3","6","acuity","1","3","0.0638"
"2025","4","3","6","acuity","2","9","0.1915"
"2025","4","3","6","acuity","3","31","0.6596"
"2025","4","3","6","acuity","4","3","0.0638"
"2025","4","3","6","acuity","5","1","0.0213"
"2025","4","3","6","age_group","18-64","33","0.7021"
"2025","4","3","6","age_group","65-84","12","0.2553"
"2025","4","3","6","age_group","UNKNOWN","2","0.0426"
"2025","4","3","6","arrival_mode","ground_ambulance","15","0.3191"
"2025","4","3","6","arrival_mode","self_presented","32","0.6809"
"2025","4","3","6","behavioral_health_flag","0","46","0.9787"
"2025","4","3","6","behavioral_health_flag","1","1","0.0213"
"2025","4","3","6","complexity_bucket","critical_care","6","0.1277"
"2025","4","3","6","complexity_bucket","high","16","0.3404"
"2025","4","3","6","complexity_bucket","low","5","0.1064"
"2025","4","3","6","complexity_bucket","moderate","13","0.2766"
"2025","4","3","6","complexity_bucket","UNKNOWN","7","0.1489"
"2025","4","3","7","acuity","1","1","0.0179"
"2025","4","3","7","acuity","2","8","0.1429"
"2025","4","3","7","acuity","3","36","0.6429"
"2025","4","3","7","acuity","4","10","0.1786"
"2025","4","3","7","acuity","5","1","0.0179"
"2025","4","3","7","age_group","18-64","41","0.7321"
"2025","4","3","7","age_group","65-84","10","0.1786"
"2025","4","3","7","age_group","85+","3","0.0536"
"2025","4","3","7","age_group","<18","1","0.0179"
"2025","4","3","7","age_group","UNKNOWN","1","0.0179"
"2025","4","3","7","arrival_mode","ground_ambulance","10","0.1786"
"2025","4","3","7","arrival_mode","self_presented","46","0.8214"
"2025","4","3","7","behavioral_health_flag","0","55","0.9821"
"2025","4","3","7","behavioral_health_flag","1","1","0.0179"
"2025","4","3","7","complexity_bucket","critical_care","3","0.0536"
"2025","4","3","7","complexity_bucket","high","18","0.3214"
"2025","4","3","7","complexity_bucket","low","14","0.2500"
"2025","4","3","7","complexity_bucket","moderate","8","0.1429"
"2025","4","3","7","complexity_bucket","straightforward","2","0.0357"
"2025","4","3","7","complexity_bucket","UNKNOWN","11","0.1964"
"2025","4","3","8","acuity","1","2","0.0215"
"2025","4","3","8","acuity","2","20","0.2151"
"2025","4","3","8","acuity","3","47","0.5054"
"2025","4","3","8","acuity","4","20","0.2151"
"2025","4","3","8","acuity","5","2","0.0215"
"2025","4","3","8","acuity","UNKNOWN","2","0.0215"
"2025","4","3","8","age_group","18-64","61","0.6559"
"2025","4","3","8","age_group","65-84","25","0.2688"
"2025","4","3","8","age_group","85+","2","0.0215"
"2025","4","3","8","age_group","<18","1","0.0108"
"2025","4","3","8","age_group","UNKNOWN","4","0.0430"
"2025","4","3","8","arrival_mode","ground_ambulance","21","0.2258"
"2025","4","3","8","arrival_mode","self_presented","72","0.7742"
"2025","4","3","8","behavioral_health_flag","0","92","0.9892"
"2025","4","3","8","behavioral_health_flag","1","1","0.0108"
"2025","4","3","8","complexity_bucket","critical_care","6","0.0645"
"2025","4","3","8","complexity_bucket","high","29","0.3118"
"2025","4","3","8","complexity_bucket","low","17","0.1828"
"2025","4","3","8","complexity_bucket","moderate","7","0.0753"
"2025","4","3","8","complexity_bucket","straightforward","4","0.0430"
"2025","4","3","8","complexity_bucket","UNKNOWN","30","0.3226"
"2025","4","3","9","acuity","2","37","0.2761"
"2025","4","3","9","acuity","3","77","0.5746"
"2025","4","3","9","acuity","4","18","0.1343"
"2025","4","3","9","acuity","5","2","0.0149"
"2025","4","3","9","age_group","18-64","91","0.6791"
"2025","4","3","9","age_group","65-84","32","0.2388"
"2025","4","3","9","age_group","85+","4","0.0299"
"2025","4","3","9","age_group","<18","3","0.0224"
"2025","4","3","9","age_group","UNKNOWN","4","0.0299"
"2025","4","3","9","arrival_mode","ground_ambulance","17","0.1269"
"2025","4","3","9","arrival_mode","self_presented","117","0.8731"
"2025","4","3","9","behavioral_health_flag","0","132","0.9851"
"2025","4","3","9","behavioral_health_flag","1","2","0.0149"
"2025","4","3","9","complexity_bucket","critical_care","5","0.0373"
"2025","4","3","9","complexity_bucket","high","41","0.3060"
"2025","4","3","9","complexity_bucket","low","19","0.1418"
"2025","4","3","9","complexity_bucket","moderate","34","0.2537"
"2025","4","3","9","complexity_bucket","straightforward","2","0.0149"
"2025","4","3","9","complexity_bucket","UNKNOWN","33","0.2463"
"2025","4","3","10","acuity","2","52","0.3023"
"2025","4","3","10","acuity","3","94","0.5465"
"2025","4","3","10","acuity","4","22","0.1279"
"2025","4","3","10","acuity","UNKNOWN","4","0.0233"
"2025","4","3","10","age_group","18-64","108","0.6279"
"2025","4","3","10","age_group","65-84","45","0.2616"
"2025","4","3","10","age_group","85+","8","0.0465"
"2025","4","3","10","age_group","<18","4","0.0233"
"2025","4","3","10","age_group","UNKNOWN","7","0.0407"
"2025","4","3","10","arrival_mode","ground_ambulance","28","0.1628"
"2025","4","3","10","arrival_mode","other_unknown","1","0.0058"
"2025","4","3","10","arrival_mode","self_presented","143","0.8314"
"2025","4","3","10","behavioral_health_flag","0","170","0.9884"
"2025","4","3","10","behavioral_health_flag","1","2","0.0116"
"2025","4","3","10","complexity_bucket","critical_care","8","0.0465"
"2025","4","3","10","complexity_bucket","high","49","0.2849"
"2025","4","3","10","complexity_bucket","low","17","0.0988"
"2025","4","3","10","complexity_bucket","moderate","40","0.2326"
"2025","4","3","10","complexity_bucket","UNKNOWN","58","0.3372"
"2025","4","3","11","acuity","1","3","0.0164"
"2025","4","3","11","acuity","2","68","0.3716"
"2025","4","3","11","acuity","3","82","0.4481"
"2025","4","3","11","acuity","4","25","0.1366"
"2025","4","3","11","acuity","5","1","0.0055"
"2025","4","3","11","acuity","UNKNOWN","4","0.0219"
"2025","4","3","11","age_group","18-64","99","0.5410"
"2025","4","3","11","age_group","65-84","56","0.3060"
"2025","4","3","11","age_group","85+","12","0.0656"
"2025","4","3","11","age_group","<18","1","0.0055"
"2025","4","3","11","age_group","UNKNOWN","15","0.0820"
"2025","4","3","11","arrival_mode","ground_ambulance","42","0.2295"
"2025","4","3","11","arrival_mode","hospital_transport","1","0.0055"
"2025","4","3","11","arrival_mode","self_presented","140","0.7650"
"2025","4","3","11","behavioral_health_flag","0","179","0.9781"
"2025","4","3","11","behavioral_health_flag","1","4","0.0219"
"2025","4","3","11","complexity_bucket","critical_care","6","0.0328"
"2025","4","3","11","complexity_bucket","high","59","0.3224"
"2025","4","3","11","complexity_bucket","low","12","0.0656"
"2025","4","3","11","complexity_bucket","moderate","27","0.1475"
"2025","4","3","11","complexity_bucket","straightforward","1","0.0055"
"2025","4","3","11","complexity_bucket","UNKNOWN","78","0.4262"
"2025","4","3","12","acuity","1","1","0.0055"
"2025","4","3","12","acuity","2","57","0.3149"
"2025","4","3","12","acuity","3","96","0.5304"
"2025","4","3","12","acuity","4","23","0.1271"
"2025","4","3","12","acuity","5","1","0.0055"
"2025","4","3","12","acuity","UNKNOWN","3","0.0166"
"2025","4","3","12","age_group","18-64","115","0.6354"
"2025","4","3","12","age_group","65-84","46","0.2541"
"2025","4","3","12","age_group","85+","7","0.0387"
"2025","4","3","12","age_group","<18","4","0.0221"
"2025","4","3","12","age_group","UNKNOWN","9","0.0497"
"2025","4","3","12","arrival_mode","ground_ambulance","30","0.1657"
"2025","4","3","12","arrival_mode","other_unknown","1","0.0055"
"2025","4","3","12","arrival_mode","self_presented","150","0.8287"
"2025","4","3","12","behavioral_health_flag","0","180","0.9945"
"2025","4","3","12","behavioral_health_flag","1","1","0.0055"
"2025","4","3","12","complexity_bucket","critical_care","8","0.0442"
"2025","4","3","12","complexity_bucket","high","56","0.3094"
"2025","4","3","12","complexity_bucket","low","30","0.1657"
"2025","4","3","12","complexity_bucket","moderate","28","0.1547"
"2025","4","3","12","complexity_bucket","straightforward","4","0.0221"
"2025","4","3","12","complexity_bucket","UNKNOWN","55","0.3039"
"2025","4","3","13","acuity","1","1","0.0067"
"2025","4","3","13","acuity","2","43","0.2886"
"2025","4","3","13","acuity","3","86","0.5772"
"2025","4","3","13","acuity","4","18","0.1208"
"2025","4","3","13","acuity","5","1","0.0067"
"2025","4","3","13","age_group","18-64","96","0.6443"
"2025","4","3","13","age_group","65-84","38","0.2550"
"2025","4","3","13","age_group","85+","4","0.0268"
"2025","4","3","13","age_group","<18","2","0.0134"
"2025","4","3","13","age_group","UNKNOWN","9","0.0604"
"2025","4","3","13","arrival_mode","ground_ambulance","18","0.1208"
"2025","4","3","13","arrival_mode","self_presented","131","0.8792"
"2025","4","3","13","behavioral_health_flag","0","146","0.9799"
"2025","4","3","13","behavioral_health_flag","1","3","0.0201"
"2025","4","3","13","complexity_bucket","critical_care","10","0.0671"
"2025","4","3","13","complexity_bucket","high","41","0.2752"
"2025","4","3","13","complexity_bucket","low","20","0.1342"
"2025","4","3","13","complexity_bucket","moderate","29","0.1946"
"2025","4","3","13","complexity_bucket","straightforward","3","0.0201"
"2025","4","3","13","complexity_bucket","UNKNOWN","46","0.3087"
"2025","4","3","14","acuity","1","1","0.0061"
"2025","4","3","14","acuity","2","49","0.2970"
"2025","4","3","14","acuity","3","91","0.5515"
"2025","4","3","14","acuity","4","18","0.1091"
"2025","4","3","14","acuity","5","1","0.0061"
"2025","4","3","14","acuity","UNKNOWN","5","0.0303"
"2025","4","3","14","age_group","18-64","101","0.6121"
"2025","4","3","14","age_group","65-84","35","0.2121"
"2025","4","3","14","age_group","85+","10","0.0606"
"2025","4","3","14","age_group","<18","7","0.0424"
"2025","4","3","14","age_group","UNKNOWN","12","0.0727"
"2025","4","3","14","arrival_mode","ground_ambulance","29","0.1758"
"2025","4","3","14","arrival_mode","other_unknown","1","0.0061"
"2025","4","3","14","arrival_mode","police_custody","1","0.0061"
"2025","4","3","14","arrival_mode","self_presented","134","0.8121"
"2025","4","3","14","behavioral_health_flag","0","161","0.9758"
"2025","4","3","14","behavioral_health_flag","1","4","0.0242"
"2025","4","3","14","complexity_bucket","critical_care","4","0.0242"
"2025","4","3","14","complexity_bucket","high","55","0.3333"
"2025","4","3","14","complexity_bucket","low","17","0.1030"
"2025","4","3","14","complexity_bucket","moderate","32","0.1939"
"2025","4","3","14","complexity_bucket","straightforward","3","0.0182"
"2025","4","3","14","complexity_bucket","UNKNOWN","54","0.3273"
"2025","4","3","15","acuity","1","1","0.0063"
"2025","4","3","15","acuity","2","38","0.2375"
"2025","4","3","15","acuity","3","104","0.6500"
"2025","4","3","15","acuity","4","15","0.0938"
"2025","4","3","15","acuity","UNKNOWN","2","0.0125"
"2025","4","3","15","age_group","18-64","115","0.7188"
"2025","4","3","15","age_group","65-84","28","0.1750"
"2025","4","3","15","age_group","85+","6","0.0375"
"2025","4","3","15","age_group","<18","4","0.0250"
"2025","4","3","15","age_group","UNKNOWN","7","0.0438"
"2025","4","3","15","arrival_mode","ground_ambulance","21","0.1313"
"2025","4","3","15","arrival_mode","hospital_transport","1","0.0063"
"2025","4","3","15","arrival_mode","self_presented","138","0.8625"
"2025","4","3","15","behavioral_health_flag","0","158","0.9875"
"2025","4","3","15","behavioral_health_flag","1","2","0.0125"
"2025","4","3","15","complexity_bucket","critical_care","4","0.0250"
"2025","4","3","15","complexity_bucket","high","58","0.3625"
"2025","4","3","15","complexity_bucket","low","15","0.0938"
"2025","4","3","15","complexity_bucket","moderate","30","0.1875"
"2025","4","3","15","complexity_bucket","straightforward","3","0.0188"
"2025","4","3","15","complexity_bucket","UNKNOWN","50","0.3125"
"2025","4","3","16","acuity","1","2","0.0132"
"2025","4","3","16","acuity","2","48","0.3179"
"2025","4","3","16","acuity","3","87","0.5762"
"2025","4","3","16","acuity","4","13","0.0861"
"2025","4","3","16","acuity","UNKNOWN","1","0.0066"
"2025","4","3","16","age_group","18-64","100","0.6623"
"2025","4","3","16","age_group","65-84","29","0.1921"
"2025","4","3","16","age_group","85+","9","0.0596"
"2025","4","3","16","age_group","<18","8","0.0530"
"2025","4","3","16","age_group","UNKNOWN","5","0.0331"
"2025","4","3","16","arrival_mode","ground_ambulance","32","0.2119"
"2025","4","3","16","arrival_mode","other_unknown","1","0.0066"
"2025","4","3","16","arrival_mode","police_custody","1","0.0066"
"2025","4","3","16","arrival_mode","self_presented","117","0.7748"
"2025","4","3","16","behavioral_health_flag","0","145","0.9603"
"2025","4","3","16","behavioral_health_flag","1","6","0.0397"
"2025","4","3","16","complexity_bucket","critical_care","2","0.0132"
"2025","4","3","16","complexity_bucket","high","58","0.3841"
"2025","4","3","16","complexity_bucket","low","14","0.0927"
"2025","4","3","16","complexity_bucket","moderate","30","0.1987"
"2025","4","3","16","complexity_bucket","straightforward","4","0.0265"
"2025","4","3","16","complexity_bucket","UNKNOWN","43","0.2848"
"2025","4","3","17","acuity","1","2","0.0132"
"2025","4","3","17","acuity","2","62","0.4106"
"2025","4","3","17","acuity","3","65","0.4305"
"2025","4","3","17","acuity","4","16","0.1060"
"2025","4","3","17","acuity","5","5","0.0331"
"2025","4","3","17","acuity","UNKNOWN","1","0.0066"
"2025","4","3","17","age_group","18-64","97","0.6424"
"2025","4","3","17","age_group","65-84","39","0.2583"
"2025","4","3","17","age_group","85+","3","0.0199"
"2025","4","3","17","age_group","<18","4","0.0265"
"2025","4","3","17","age_group","UNKNOWN","8","0.0530"
"2025","4","3","17","arrival_mode","ground_ambulance","35","0.2318"
"2025","4","3","17","arrival_mode","self_presented","116","0.7682"
"2025","4","3","17","behavioral_health_flag","0","148","0.9801"
"2025","4","3","17","behavioral_health_flag","1","3","0.0199"
"2025","4","3","17","complexity_bucket","critical_care","8","0.0530"
"2025","4","3","17","complexity_bucket","high","48","0.3179"
"2025","4","3","17","complexity_bucket","low","18","0.1192"
"2025","4","3","17","complexity_bucket","minimal","1","0.0066"
"2025","4","3","17","complexity_bucket","moderate","18","0.1192"
"2025","4","3","17","complexity_bucket","UNKNOWN","58","0.3841"
"2025","4","3","18","acuity","1","1","0.0069"
"2025","4","3","18","acuity","2","52","0.3586"
"2025","4","3","18","acuity","3","69","0.4759"
"2025","4","3","18","acuity","4","18","0.1241"
"2025","4","3","18","acuity","5","2","0.0138"
"2025","4","3","18","acuity","UNKNOWN","3","0.0207"
"2025","4","3","18","age_group","18-64","98","0.6759"
"2025","4","3","18","age_group","65-84","26","0.1793"
"2025","4","3","18","age_group","85+","5","0.0345"
"2025","4","3","18","age_group","<18","10","0.0690"
"2025","4","3","18","age_group","UNKNOWN","6","0.0414"
"2025","4","3","18","arrival_mode","ground_ambulance","30","0.2069"
"2025","4","3","18","arrival_mode","other_unknown","1","0.0069"
"2025","4","3","18","arrival_mode","police_custody","1","0.0069"
"2025","4","3","18","arrival_mode","self_presented","113","0.7793"
"2025","4","3","18","behavioral_health_flag","0","142","0.9793"
"2025","4","3","18","behavioral_health_flag","1","3","0.0207"
"2025","4","3","18","complexity_bucket","critical_care","9","0.0621"
"2025","4","3","18","complexity_bucket","high","50","0.3448"
"2025","4","3","18","complexity_bucket","low","19","0.1310"
"2025","4","3","18","complexity_bucket","minimal","1","0.0069"
"2025","4","3","18","complexity_bucket","moderate","19","0.1310"
"2025","4","3","18","complexity_bucket","straightforward","6","0.0414"
"2025","4","3","18","complexity_bucket","UNKNOWN","41","0.2828"
"2025","4","3","19","acuity","1","1","0.0070"
